activity_id,employee_id,date,activity_name,wellness_dimension,participation_status,effort_level,individual_score,streak_days,wellness_engagement_score,burnout_risk,reward_points,reward_earned
ACT000222,EMP085,03-01-2025,Breathing Break,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT000223,EMP095,03-01-2025,Reflection Journaling,Mental,Skipped,Medium,0,23,27.6,72.4,46,Gym Membership
ACT000224,EMP102,03-01-2025,Mindfulness Session,Mental,Completed,High,32,2,52,48,36,Extra Leave Day
ACT000225,EMP108,03-01-2025,Mindfulness Session,Mental,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT000226,EMP112,03-01-2025,Ergonomic Stretch Break,Physical,Completed,High,32,6,56.8,43.2,44,Gym Membership
ACT000227,EMP123,03-01-2025,Hydration Tracking,Physical,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT000228,EMP131,03-01-2025,Guided Meditation,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT000229,EMP139,03-01-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,7,8.4,91.6,14,Gift Voucher
ACT000230,EMP142,03-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,9,55.3,44.7,33,Extra Leave Day
ACT000231,EMP143,03-01-2025,Guided Meditation,Mental,Skipped,High,0,9,10.8,89.2,18,Gift Voucher
ACT000232,EMP146,03-01-2025,Breathing Break,Mental,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT000233,EMP147,03-01-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,19,22.8,77.2,38,Extra Leave Day
ACT000234,EMP151,03-01-2025,Hydration Tracking,Physical,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT000235,EMP158,03-01-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,14,16.8,83.2,28,Wellness Kit
ACT000236,EMP163,03-01-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,16,19.2,80.8,32,Extra Leave Day
ACT000237,EMP168,03-01-2025,Breathing Break,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT000238,EMP170,03-01-2025,Walking Break,Physical,Completed,High,32,23,77.2,22.8,78,Trip Ticket / Cash Prize
ACT000239,EMP172,03-01-2025,Breathing Break,Mental,Completed,High,32,2,52,48,36,Extra Leave Day
ACT000240,EMP176,03-01-2025,Breathing Break,Mental,Completed,High,32,25,79.6,20.4,82,Trip Ticket / Cash Prize
ACT000241,EMP178,03-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,8,55.5,44.5,35.5,Extra Leave Day
ACT000242,EMP179,03-01-2025,Hydration Tracking,Physical,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT000243,EMP180,03-01-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,25,75.8,24.2,69.5,Trip Ticket / Cash Prize
ACT000244,EMP185,03-01-2025,Screen-Free Break,Work-Life,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT000245,EMP194,03-01-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,12,58.3,41.7,37,Extra Leave Day
ACT000246,EMP200,03-01-2025,Hydration Tracking,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT000247,EMP201,03-01-2025,Gratitude Practice,Emotional,Skipped,Low,0,18,21.6,78.4,36,Extra Leave Day
ACT000248,EMP202,03-01-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT000249,EMP205,03-01-2025,Guided Meditation,Mental,Skipped,Medium,0,1,1.2,98.8,2,Gift Voucher
ACT000250,EMP207,03-01-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,24,74.6,25.4,67.5,Trip Ticket / Cash Prize
ACT000251,EMP209,03-01-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT000252,EMP218,03-01-2025,Mindfulness Session,Mental,Completed,Medium,26,21,73,27,68,Trip Ticket / Cash Prize
ACT000253,EMP229,03-01-2025,Breathing Break,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT000254,EMP231,03-01-2025,Breathing Break,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT000255,EMP246,03-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT000256,EMP002,04-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,16,63.7,36.3,47,Gym Membership
ACT000257,EMP004,04-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT000258,EMP006,04-01-2025,Creative Wellness Workshop,Creative,Completed,Low,10,1,44.2,55.8,12,Gift Voucher
ACT000259,EMP010,04-01-2025,Mindfulness Session,Mental,Skipped,Medium,0,8,9.6,90.4,16,Gift Voucher
ACT000260,EMP012,04-01-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT000261,EMP019,04-01-2025,Guided Meditation,Mental,Completed,High,32,7,58,42,46,Gym Membership
ACT000262,EMP023,04-01-2025,Reflection Journaling,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT000263,EMP024,04-01-2025,Screen-Free Break,Work-Life,Skipped,Low,0,0,0,100,0,None
ACT000264,EMP025,04-01-2025,Mindfulness Session,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT000265,EMP026,04-01-2025,Reflection Journaling,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT000266,EMP033,04-01-2025,Reflection Journaling,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT000267,EMP036,04-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT000268,EMP038,04-01-2025,Hydration Tracking,Physical,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT000269,EMP040,04-01-2025,Breathing Break,Mental,Skipped,High,0,6,7.2,92.8,12,Gift Voucher
ACT000270,EMP042,04-01-2025,Gratitude Practice,Emotional,Completed,High,24,17,67.6,32.4,58,Trip Ticket / Cash Prize
ACT000271,EMP047,04-01-2025,Walking Break,Physical,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT000272,EMP049,04-01-2025,Gratitude Practice,Emotional,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT000273,EMP055,04-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,0,44.5,55.5,15,Gift Voucher
ACT000274,EMP056,04-01-2025,Gratitude Practice,Emotional,Completed,Low,15,6,51.7,48.3,27,Wellness Kit
ACT000275,EMP057,04-01-2025,Hydration Tracking,Physical,Skipped,Low,0,22,26.4,73.6,44,Gym Membership
ACT000276,EMP061,04-01-2025,Breathing Break,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT000277,EMP065,04-01-2025,Reflection Journaling,Mental,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT000278,EMP066,04-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,17,64.9,35.1,49,Gym Membership
ACT000279,EMP069,04-01-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT000280,EMP071,04-01-2025,Screen-Free Break,Work-Life,Completed,High,24,5,53.2,46.8,34,Extra Leave Day
ACT000281,EMP072,04-01-2025,Creative Wellness Workshop,Creative,Skipped,High,0,2,2.4,97.6,4,Gift Voucher
ACT000282,EMP074,04-01-2025,Walking Break,Physical,Skipped,High,0,17,20.4,79.6,34,Extra Leave Day
ACT000283,EMP078,04-01-2025,Breathing Break,Mental,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT000284,EMP081,04-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,19,68.6,31.4,57.5,Trip Ticket / Cash Prize
ACT000285,EMP084,04-01-2025,Screen-Free Break,Work-Life,Completed,High,24,24,76,24,72,Trip Ticket / Cash Prize
ACT000286,EMP091,04-01-2025,Gratitude Practice,Emotional,Completed,Low,15,16,63.7,36.3,47,Gym Membership
ACT000287,EMP096,04-01-2025,Creative Wellness Workshop,Creative,Completed,Low,10,5,49,51,20,Gift Voucher
ACT000288,EMP099,04-01-2025,Breathing Break,Mental,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT000289,EMP101,04-01-2025,Hydration Tracking,Physical,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT000290,EMP103,04-01-2025,Gratitude Practice,Emotional,Completed,High,24,4,52,48,32,Extra Leave Day
ACT000291,EMP109,04-01-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,3,47.5,52.5,19,Gift Voucher
ACT000292,EMP111,04-01-2025,Screen-Free Break,Work-Life,Completed,High,24,12,61.6,38.4,48,Gym Membership
ACT000293,EMP113,04-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,12,58.9,41.1,39,Extra Leave Day
ACT000294,EMP116,04-01-2025,Guided Meditation,Mental,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT000295,EMP117,04-01-2025,Reflection Journaling,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT000296,EMP121,04-01-2025,Gratitude Practice,Emotional,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT000297,EMP125,04-01-2025,Creative Wellness Workshop,Creative,Completed,Low,10,2,45.4,54.6,14,Gift Voucher
ACT000298,EMP126,04-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,14,62.6,37.4,47.5,Gym Membership
ACT000299,EMP127,04-01-2025,Hydration Tracking,Physical,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT000300,EMP130,04-01-2025,Mindfulness Session,Mental,Skipped,High,0,25,30,70,50,Gym Membership
ACT000301,EMP134,04-01-2025,Walking Break,Physical,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT000302,EMP136,04-01-2025,Gratitude Practice,Emotional,Completed,Low,15,13,60.1,39.9,41,Gym Membership
ACT000303,EMP140,04-01-2025,Reflection Journaling,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT000304,EMP141,04-01-2025,Reflection Journaling,Mental,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT000305,EMP154,04-01-2025,Reflection Journaling,Mental,Completed,High,32,15,67.6,32.4,62,Trip Ticket / Cash Prize
ACT000306,EMP156,04-01-2025,Hydration Tracking,Physical,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT000307,EMP157,04-01-2025,Gratitude Practice,Emotional,Skipped,Medium,0,8,9.6,90.4,16,Gift Voucher
ACT000308,EMP162,04-01-2025,Reflection Journaling,Mental,Completed,Medium,26,22,74.2,25.8,70,Trip Ticket / Cash Prize
ACT000309,EMP169,04-01-2025,Walking Break,Physical,Completed,Medium,26,22,74.2,25.8,70,Trip Ticket / Cash Prize
ACT000310,EMP171,04-01-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,0,0,100,0,None
ACT000311,EMP173,04-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,5,52,48,30,Wellness Kit
ACT000312,EMP182,04-01-2025,Hydration Tracking,Physical,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT000313,EMP184,04-01-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,16,65,35,51.5,Trip Ticket / Cash Prize
ACT000314,EMP186,04-01-2025,Gratitude Practice,Emotional,Skipped,Low,0,11,13.2,86.8,22,Wellness Kit
ACT000315,EMP189,04-01-2025,Walking Break,Physical,Completed,Medium,26,2,50.2,49.8,30,Wellness Kit
ACT000316,EMP191,04-01-2025,Gratitude Practice,Emotional,Skipped,High,0,1,1.2,98.8,2,Gift Voucher
ACT000317,EMP192,04-01-2025,Screen-Free Break,Work-Life,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT000318,EMP193,04-01-2025,Hydration Tracking,Physical,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT000319,EMP196,04-01-2025,Reflection Journaling,Mental,Skipped,Low,0,2,2.4,97.6,4,Gift Voucher
ACT000320,EMP197,04-01-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,8,9.6,90.4,16,Gift Voucher
ACT000321,EMP198,04-01-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT000322,EMP204,04-01-2025,Walking Break,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT000323,EMP208,04-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,19,68.6,31.4,57.5,Trip Ticket / Cash Prize
ACT000324,EMP212,04-01-2025,Mindfulness Session,Mental,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT000325,EMP214,04-01-2025,Hydration Tracking,Physical,Completed,Medium,26,10,59.8,40.2,46,Gym Membership
ACT000326,EMP215,04-01-2025,Reflection Journaling,Mental,Skipped,High,0,1,1.2,98.8,2,Gift Voucher
ACT000327,EMP216,04-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,21,71,29,61.5,Trip Ticket / Cash Prize
ACT000328,EMP219,04-01-2025,Breathing Break,Mental,Completed,High,32,25,79.6,20.4,82,Trip Ticket / Cash Prize
ACT000329,EMP221,04-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT000330,EMP225,04-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,2,46.9,53.1,19,Gift Voucher
ACT000331,EMP227,04-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,3,49.5,50.5,25.5,Wellness Kit
ACT000332,EMP228,04-01-2025,Breathing Break,Mental,Skipped,Low,0,5,6,94,10,Gift Voucher
ACT000333,EMP235,04-01-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,24,28.8,71.2,48,Gym Membership
ACT000334,EMP236,04-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT000335,EMP239,04-01-2025,Walking Break,Physical,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT000336,EMP240,04-01-2025,Screen-Free Break,Work-Life,Skipped,Low,0,5,6,94,10,Gift Voucher
ACT000337,EMP241,04-01-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,7,8.4,91.6,14,Gift Voucher
ACT000338,EMP242,04-01-2025,Hydration Tracking,Physical,Skipped,Low,0,10,12,88,20,Gift Voucher
ACT000339,EMP245,04-01-2025,Hydration Tracking,Physical,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT000340,EMP247,04-01-2025,Walking Break,Physical,Skipped,Low,0,24,28.8,71.2,48,Gym Membership
ACT000341,EMP248,04-01-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,5,6,94,10,Gift Voucher
ACT000342,EMP249,04-01-2025,Guided Meditation,Mental,Completed,Low,20,15,64,36,50,Gym Membership
ACT000343,EMP005,05-01-2025,Guided Meditation,Mental,Skipped,Low,0,7,8.4,91.6,14,Gift Voucher
ACT000344,EMP006,05-01-2025,Guided Meditation,Mental,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT000345,EMP007,05-01-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,0,0,100,0,None
ACT000346,EMP008,05-01-2025,Mindfulness Session,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT000347,EMP009,05-01-2025,Reflection Journaling,Mental,Skipped,Medium,0,20,24,76,40,Extra Leave Day
ACT000348,EMP011,05-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT000349,EMP014,05-01-2025,Reflection Journaling,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT000350,EMP015,05-01-2025,Mindfulness Session,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT000351,EMP016,05-01-2025,Gratitude Practice,Emotional,Skipped,High,0,16,19.2,80.8,32,Extra Leave Day
ACT000352,EMP017,05-01-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,9,10.8,89.2,18,Gift Voucher
ACT000353,EMP018,05-01-2025,Reflection Journaling,Mental,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT000354,EMP020,05-01-2025,Guided Meditation,Mental,Skipped,Medium,0,4,4.8,95.2,8,Gift Voucher
ACT000355,EMP021,05-01-2025,Screen-Free Break,Work-Life,Completed,High,24,25,77.2,22.8,74,Trip Ticket / Cash Prize
ACT000356,EMP022,05-01-2025,Breathing Break,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT000357,EMP028,05-01-2025,Gratitude Practice,Emotional,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT000358,EMP030,05-01-2025,Walking Break,Physical,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT000359,EMP031,05-01-2025,Hydration Tracking,Physical,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT000360,EMP032,05-01-2025,Reflection Journaling,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT000361,EMP035,05-01-2025,Gratitude Practice,Emotional,Completed,Low,15,15,62.5,37.5,45,Gym Membership
ACT000362,EMP037,05-01-2025,Guided Meditation,Mental,Skipped,Medium,0,19,22.8,77.2,38,Extra Leave Day
ACT000363,EMP039,05-01-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,19,68.6,31.4,57.5,Trip Ticket / Cash Prize
ACT000364,EMP041,05-01-2025,Guided Meditation,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT000365,EMP043,05-01-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,5,6,94,10,Gift Voucher
ACT000366,EMP044,05-01-2025,Mindfulness Session,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT000367,EMP045,05-01-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT000368,EMP046,05-01-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,11,59.1,40.9,41.5,Gym Membership
ACT000369,EMP050,05-01-2025,Walking Break,Physical,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT000370,EMP051,05-01-2025,Gratitude Practice,Emotional,Completed,High,24,10,59.2,40.8,44,Gym Membership
ACT000371,EMP053,05-01-2025,Hydration Tracking,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT000372,EMP054,05-01-2025,Guided Meditation,Mental,Skipped,Low,0,22,26.4,73.6,44,Gym Membership
ACT000373,EMP058,05-01-2025,Breathing Break,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT000374,EMP059,05-01-2025,Creative Wellness Workshop,Creative,Completed,Low,10,18,64.6,35.4,46,Gym Membership
ACT000375,EMP062,05-01-2025,Breathing Break,Mental,Completed,Low,20,15,64,36,50,Gym Membership
ACT000376,EMP063,05-01-2025,Screen-Free Break,Work-Life,Completed,Low,15,24,73.3,26.7,63,Trip Ticket / Cash Prize
ACT000377,EMP064,05-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT000378,EMP067,05-01-2025,Hydration Tracking,Physical,Skipped,Medium,0,18,21.6,78.4,36,Extra Leave Day
ACT000379,EMP070,05-01-2025,Gratitude Practice,Emotional,Skipped,High,0,25,30,70,50,Gym Membership
ACT000380,EMP071,05-01-2025,Guided Meditation,Mental,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT000381,EMP073,05-01-2025,Guided Meditation,Mental,Completed,Medium,26,8,57.4,42.6,42,Gym Membership
ACT000382,EMP075,05-01-2025,Guided Meditation,Mental,Skipped,Medium,0,19,22.8,77.2,38,Extra Leave Day
ACT000383,EMP079,05-01-2025,Walking Break,Physical,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT000384,EMP080,05-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT000385,EMP082,05-01-2025,Walking Break,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT000386,EMP085,05-01-2025,Mindfulness Session,Mental,Completed,Medium,26,10,59.8,40.2,46,Gym Membership
ACT000387,EMP088,05-01-2025,Breathing Break,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT000388,EMP089,05-01-2025,Mindfulness Session,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT000389,EMP092,05-01-2025,Mindfulness Session,Mental,Completed,High,32,12,64,36,56,Trip Ticket / Cash Prize
ACT000390,EMP094,05-01-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT000391,EMP097,05-01-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT000392,EMP098,05-01-2025,Walking Break,Physical,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT000393,EMP100,05-01-2025,Creative Wellness Workshop,Creative,Completed,High,16,22,71.2,28.8,60,Trip Ticket / Cash Prize
ACT000394,EMP102,05-01-2025,Guided Meditation,Mental,Completed,Medium,26,11,61,39,48,Gym Membership
ACT000395,EMP104,05-01-2025,Breathing Break,Mental,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT000396,EMP105,05-01-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,10,55.9,44.1,33,Extra Leave Day
ACT000397,EMP106,05-01-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,22,72.2,27.8,63.5,Trip Ticket / Cash Prize
ACT000398,EMP107,05-01-2025,Guided Meditation,Mental,Skipped,Medium,0,25,30,70,50,Gym Membership
ACT000399,EMP110,05-01-2025,Gratitude Practice,Emotional,Completed,Low,15,17,64.9,35.1,49,Gym Membership
ACT000400,EMP112,05-01-2025,Breathing Break,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT000401,EMP114,05-01-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,20,69.8,30.2,59.5,Trip Ticket / Cash Prize
ACT000402,EMP115,05-01-2025,Guided Meditation,Mental,Skipped,Medium,0,14,16.8,83.2,28,Wellness Kit
ACT000403,EMP118,05-01-2025,Guided Meditation,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT000404,EMP119,05-01-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT000405,EMP122,05-01-2025,Hydration Tracking,Physical,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT000406,EMP124,05-01-2025,Walking Break,Physical,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT000407,EMP129,05-01-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT000408,EMP132,05-01-2025,Guided Meditation,Mental,Completed,High,32,8,59.2,40.8,48,Gym Membership
ACT000409,EMP133,05-01-2025,Gratitude Practice,Emotional,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT000410,EMP135,05-01-2025,Walking Break,Physical,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT000411,EMP137,05-01-2025,Breathing Break,Mental,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT000412,EMP138,05-01-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT000413,EMP139,05-01-2025,Gratitude Practice,Emotional,Completed,High,24,11,60.4,39.6,46,Gym Membership
ACT000414,EMP144,05-01-2025,Ergonomic Stretch Break,Physical,Completed,High,32,14,66.4,33.6,60,Trip Ticket / Cash Prize
ACT000415,EMP145,05-01-2025,Hydration Tracking,Physical,Completed,Medium,26,11,61,39,48,Gym Membership
ACT000416,EMP147,05-01-2025,Gratitude Practice,Emotional,Completed,High,24,13,62.8,37.2,50,Gym Membership
ACT000417,EMP148,05-01-2025,Creative Wellness Workshop,Creative,Completed,Low,10,11,56.2,43.8,32,Extra Leave Day
ACT000418,EMP149,05-01-2025,Walking Break,Physical,Skipped,High,0,21,25.2,74.8,42,Gym Membership
ACT000419,EMP150,05-01-2025,Walking Break,Physical,Skipped,Medium,0,20,24,76,40,Extra Leave Day
ACT000420,EMP152,05-01-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT000421,EMP158,05-01-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,10,12,88,20,Gift Voucher
